"x","y","topo","y1","y2","y3","y4","y5"
-2,-48,25.0701579515905,0.0436915218789126,0.950547245696126,0.00576122269704009,9.72792106790329e-09,4.57604022191321e-18
0,-48,25.1958226412713,0.0422047749714108,0.951815120293477,0.00598009426797632,1.04671363249503e-08,5.10401745337629e-18
2,-48,25.0701579515905,0.0436915218789126,0.950547245696126,0.00576122269704009,9.72792106790329e-09,4.57604022191321e-18
4,-48,24.6969119258465,0.0484054121739375,0.946439255727131,0.00515532427574571,7.82318590670246e-09,3.30731631544673e-18
6,-48,24.0871429977688,0.05715149365477,0.938554561734277,0.00429393913806395,5.47288930309025e-09,1.94330900640171e-18
8,-48,23.2586757408161,0.0714114498588411,0.925248799311541,0.00333974747121255,3.35840562848283e-09,9.40842849126109e-19
10,-48,22.2352354389928,0.0935126954685256,0.90405240312733,0.00243489957716755,1.82697634152864e-09,3.81899608014168e-19
12,-48,21.0453201042556,0.126721771199352,0.871608077140252,0.00167015076882833,8.91568116754548e-10,1.3259214632825e-19
14,-48,19.7208847260603,0.174981507604769,0.823937653101852,0.00108083889838316,3.94995367342067e-10,4.02149430416015e-20
16,-48,18.2959223492387,0.241844453591931,0.757494567746903,0.000660978500486028,1.60679164274583e-10,1.08816866263094e-20
18,-48,16.8050294322309,0.328332897755231,0.671284749993622,0.000382352190474931,6.06715100094669e-11,2.68207207964706e-21
20,-48,15.2820389286128,0.430504247823372,0.569286028204847,0.000209723950256172,2.15243454360064e-11,6.15426647801369e-22
22,-48,13.7587944025481,0.538957933035423,0.460932246376753,0.000109820580534899,7.28945061802073e-12,1.34793913096304e-22
24,-48,12.2641235114062,0.641957001266971,0.357987383476955,5.56152536671849e-05,2.40704685181614e-12,2.90228184263803e-23
26,-48,10.8230510117308,0.730315311943774,0.269656949920942,2.77381344888266e-05,7.94890489729709e-13,6.34602490866893e-24
28,-48,9.45627188196052,0.800161251817627,0.199824845907048,1.39022750556973e-05,2.69455272934957e-13,1.45496289020131e-24
30,-48,8.17988598761211,0.852268834266052,0.147724032439904,7.13329394708636e-06,9.59607220589169e-14,3.59634472097242e-25
32,-48,7.00537850987655,0.889786040017816,0.110210157019372,3.80296277552783e-06,3.655838041282e-14,9.79075629985115e-26
34,-48,5.93981633327711,0.916325107888284,0.0836727635656055,2.12854609562483e-06,1.50850386077184e-14,2.97833957511182e-26
36,-48,4.98622052304908,0.935006706574863,0.0649920348766094,1.25854852062837e-06,6.78960035881407e-15,1.02042920710108e-26
38,-48,4.14406923693748,0.948202189589337,0.0517970221441939,7.88266465282245e-07,3.34199448975277e-15,3.94732447908319e-27
40,-48,3.40988379353591,0.9575998868723,0.0423995901253363,5.23002362229676e-07,1.79725649795476e-15,1.72060386615438e-27
42,-48,2.77785268167881,0.964363920073193,0.0356357130718641,3.66854941348228e-07,1.0521259026774e-15,8.40631137127988e-28
44,-48,2.24045330248167,0.969286733878456,0.0307129950047062,2.71116837116804e-07,6.66738032966402e-16,4.56791894980494e-28
46,-48,1.78903829940463,0.972907188385488,0.0270926014330417,2.10181469309327e-07,4.54257973713906e-16,2.73511199947806e-28
48,-48,1.41436152837866,0.975594035830991,0.0244057940780736,1.70090935007368e-07,3.30243147105963e-16,1.7862855292746e-28
50,-48,1.10702718697668,0.977602425135265,0.0223974319099814,1.42954753040912e-07,2.54192887281171e-16,1.2591938926084e-28
-50,-46,1.28669666920635,0.976448791892309,0.023551049860689,1.5824700210162e-07,2.96227334414629e-16,1.54482464707067e-28
-48,-46,1.64391108820777,0.973980438678322,0.0260193676760652,1.93645612509008e-07,4.01497647326222e-16,2.31911757943607e-28
-46,-46,2.07939755049124,0.970629256233276,0.0293704961764334,2.47590290443932e-07,5.81460684309848e-16,3.80427164909235e-28
-44,-46,2.6040767884739,0.966033680863049,0.0339659864309638,3.32705986265712e-07,9.07907112262849e-16,6.90218572762908e-28
-42,-46,3.22869558680254,0.959655488963529,0.0403440385299463,4.72506522659528e-07,1.54170281752352e-15,1.40138654700273e-27
-40,-46,3.96330475993611,0.950684264250989,0.0493150230820953,7.12666912327978e-07,2.86918380552048e-15,3.21806317638827e-27
-38,-46,4.8166478175574,0.937893550690261,0.0621053036167613,1.14569297186154e-06,5.88806002304284e-15,8.43025338145123e-27
-36,-46,5.79547947368588,0.919437530964556,0.0805605025690486,1.96646638157599e-06,1.33725831007872e-14,2.53342764049221e-26
-34,-46,6.90384299648289,0.892602894178607,0.107393506155641,3.59966571745706e-06,3.36132683306142e-14,8.74427349969639e-26
-32,-46,8.14234492271574,0.853616125993034,0.14637688127641,6.99273046337743e-06,9.30648126193135e-14,3.45055254995641e-25
-30,-46,9.50747387107293,0.79780831369845,0.202177412779833,1.42735214365723e-05,2.80733376062375e-13,1.5382303829052e-24
-28,-46,10.9910160082496,0.72074534045521,0.279224523260385,3.01362834992493e-05,9.06129453479485e-13,7.59023499062998e-24
-26,-46,12.5796221188358,0.620951055789519,0.378984505034441,6.44391729876299e-05,3.05241010075939e-12,4.02809983536665e-23
-24,-46,14.254579344124,0.503565927246378,0.496297805085118,0.000136267658080802,1.04233578891589e-11,2.22119622700598e-22
-22,-46,15.9918339299344,0.381554589650196,0.61816640111033,0.000279009204390382,3.50829484178787e-11,1.2289608808599e-21
-20,-46,17.7622996250245,0.270952237234764,0.728502088626432,0.000545674024935691,1.13867603605805e-10,6.6195962381499e-21
-18,-46,19.5324700700612,0.182910775451063,0.816074880467459,0.00101434373023685,3.51240598162798e-10,3.38835329615302e-20
-16,-46,21.2653335200513,0.119904785518548,0.87830288943729,0.00179232402521123,1.01895067437045e-09,1.61381673877134e-19
-14,-46,22.921565964539,0.0781014169373895,0.918886756990605,0.00301182332182344,2.75018184743862e-09,6.9961280600144e-19
-12,-46,24.4609559720754,0.0516288710835462,0.943566964506292,0.00480415759578397,6.81437742208562e-09,2.69277174669858e-18
-10,-46,25.8439934582867,0.0352698890944802,0.957488611897861,0.00724148375006942,1.52575894069451e-08,8.95588908764027e-18
-8,-46,27.0335371686665,0.0252785580590827,0.964469863652075,0.0102515479321357,3.0356706460676e-08,2.50428801813292e-17
-6,-46,27.9964638904382,0.0192458452239347,0.967212463958242,0.013541637999461,5.28183627896243e-08,5.73935502997991e-17
-4,-46,28.7051977480825,0.0157211852872157,0.967684889535246,0.0165938459046706,7.92728671188329e-08,1.05503410525926e-16
-2,-46,29.1390212564563,0.0138811397734121,0.967338721899399,0.0187800367540854,1.01573103687593e-07,1.53047213929225e-16
0,-46,29.2850812083268,0.0133099101452075,0.967113084324854,0.0195768951284851,1.10401453102801e-07,1.73448354785298e-16
2,-46,29.1390212564563,0.0138811397734121,0.967338721899399,0.0187800367540854,1.01573103687593e-07,1.53047213929225e-16
4,-46,28.7051977480825,0.0157211852872157,0.967684889535246,0.0165938459046706,7.92728671188329e-08,1.05503410525926e-16
6,-46,27.9964638904382,0.0192458452239347,0.967212463958242,0.013541637999461,5.28183627896243e-08,5.73935502997991e-17
8,-46,27.0335371686665,0.0252785580590827,0.964469863652075,0.0102515479321357,3.0356706460676e-08,2.50428801813292e-17
10,-46,25.8439934582867,0.0352698890944802,0.957488611897861,0.00724148375006942,1.52575894069451e-08,8.95588908764027e-18
12,-46,24.4609559720754,0.0516288710835462,0.943566964506292,0.00480415759578397,6.81437742208562e-09,2.69277174669858e-18
14,-46,22.921565964539,0.0781014169373895,0.918886756990605,0.00301182332182344,2.75018184743862e-09,6.9961280600144e-19
16,-46,21.2653335200513,0.119904785518548,0.87830288943729,0.00179232402521123,1.01895067437045e-09,1.61381673877134e-19
18,-46,19.5324700700612,0.182910775451063,0.816074880467459,0.00101434373023685,3.51240598162798e-10,3.38835329615302e-20
20,-46,17.7622996250245,0.270952237234764,0.728502088626432,0.000545674024935691,1.13867603605805e-10,6.6195962381499e-21
22,-46,15.9918339299344,0.381554589650196,0.61816640111033,0.000279009204390382,3.50829484178787e-11,1.2289608808599e-21
24,-46,14.254579344124,0.503565927246378,0.496297805085118,0.000136267658080802,1.04233578891589e-11,2.22119622700598e-22
26,-46,12.5796221188358,0.620951055789519,0.378984505034441,6.44391729876299e-05,3.05241010075939e-12,4.02809983536665e-23
28,-46,10.9910160082496,0.72074534045521,0.279224523260385,3.01362834992493e-05,9.06129453479485e-13,7.59023499062998e-24
30,-46,9.50747387107293,0.79780831369845,0.202177412779833,1.42735214365723e-05,2.80733376062375e-13,1.5382303829052e-24
32,-46,8.14234492271574,0.853616125993034,0.14637688127641,6.99273046337743e-06,9.30648126193135e-14,3.45055254995641e-25
34,-46,6.90384299648289,0.892602894178607,0.107393506155641,3.59966571745706e-06,3.36132683306142e-14,8.74427349969639e-26
36,-46,5.79547947368588,0.919437530964556,0.0805605025690486,1.96646638157599e-06,1.33725831007872e-14,2.53342764049221e-26
38,-46,4.8166478175574,0.937893550690261,0.0621053036167613,1.14569297186154e-06,5.88806002304284e-15,8.43025338145123e-27
40,-46,3.96330475993611,0.950684264250989,0.0493150230820953,7.12666912327978e-07,2.86918380552048e-15,3.21806317638827e-27
42,-46,3.22869558680254,0.959655488963529,0.0403440385299463,4.72506522659528e-07,1.54170281752352e-15,1.40138654700273e-27
44,-46,2.6040767884739,0.966033680863049,0.0339659864309638,3.32705986265712e-07,9.07907112262849e-16,6.90218572762908e-28
46,-46,2.07939755049124,0.970629256233276,0.0293704961764334,2.47590290443932e-07,5.81460684309848e-16,3.80427164909235e-28
48,-46,1.64391108820777,0.973980438678322,0.0260193676760652,1.93645612509008e-07,4.01497647326222e-16,2.31911757943607e-28
50,-46,1.28669666920635,0.976448791892309,0.023551049860689,1.5824700210162e-07,2.96227334414629e-16,1.54482464707067e-28
-50,-44,1.48598553575835,0.975101322103397,0.0248985007792669,1.77117335337599e-07,3.51005047647013e-16,1.93789424919471e-28
-48,-44,1.89852679159905,0.972069132445737,0.0279306439762114,2.23578050717333e-07,4.9858797701958e-16,3.09755379793442e-28
-46,-44,2.40146318636796,0.967885283232714,0.0321144199147945,2.96852490540989e-07,7.64444098127229e-16,5.48422402626163e-28
-44,-44,3.0074069003871,0.962036680360294,0.0379629022981756,4.17341529470458e-07,1.27816882076984e-15,1.09055922354106e-27
-42,-44,3.72876922446277,0.95373685642916,0.0462625184062126,6.25164625448882e-07,2.35355277152833e-15,2.4684134560496e-27
-40,-44,4.57715768449136,0.941767118595727,0.0582318783082777,1.00309599014935e-06,4.81380628691271e-15,6.43574970030044e-27
-38,-44,5.56267002085825,0.92423566352609,0.0757626062930131,1.73018088608852e-06,1.10075973093031e-14,1.95100317789062e-26
-36,-44,6.69310714544215,0.898247633501673,0.101749155574748,3.21092355086731e-06,2.82288728344836e-14,6.91387508911882e-26
-34,-44,7.97313856438911,0.859562703701546,0.140430904659287,6.3916390854479e-06,8.10449976477326e-14,2.86288962083315e-25
-32,-44,9.40346475737292,0.802566368276605,0.197420102707137,1.3529015998921e-05,2.58288736096218e-13,1.37375454976855e-24
-30,-44,10.980030485918,0.721377574663581,0.278592451627469,2.99737080521858e-05,8.98412985569293e-13,7.50198148711175e-24
-28,-44,12.6933497244704,0.613261561260061,0.386670518248776,6.79204878395416e-05,3.32372399617829e-12,4.53120309654158e-23
-26,-44,14.528005676292,0.484008502728842,0.515838339618886,0.000153157639603657,1.2668585627309e-11,2.91932211802308e-22
-24,-44,16.4623871582363,0.350316339611765,0.649348340310839,0.000335320029155437,4.82398196592929e-11,1.93337578904388e-21
-22,-44,18.4687148718507,0.232887977205653,0.766409372752211,0.000702649862670697,1.79465735878886e-10,1.27699307552481e-20
-20,-44,20.5133975677988,0.14457462564947,0.854019946449956,0.00140542725623589,6.44337116646917e-10,8.22966859609663e-20
-18,-44,22.5577392841522,0.0859585813888682,0.911349601473652,0.00269181492249995,2.21497997712516e-09,5.07760406340292e-19
-16,-44,24.5589957447894,0.0502657191398462,0.944787063078114,0.00494721056512975,7.21690972424391e-09,2.93296290409589e-18
-14,-44,26.4717522749517,0.0296009399923579,0.961694746995055,0.00870429106463617,2.19479512153254e-08,1.54176785717851e-17
-12,-44,28.2495693314774,0.0179072778960023,0.967529251753262,0.0145634092809455,6.10697898382804e-08,7.13434679079124e-17
-10,-44,29.8468173457972,0.011317560365394,0.965725102239539,0.0229571853584554,1.52036611314924e-07,2.80505991188229e-16
-8,-44,31.2206024733106,0.00758335869116129,0.958654403437989,0.0337619066205509,3.31250297619571e-07,9.05419846481972e-16
-6,-44,32.3326712419587,0.00545896313042269,0.948616820131654,0.0459235973747168,6.19363203649575e-07,2.32712290043808e-15
-4,-44,33.1511767113256,0.00427232933736896,0.938315392455678,0.0574112995954033,9.78611545173261e-07,4.64716092819379e-15
-2,-44,33.652192587051,0.0036713896581238,0.930611386676895,0.0657159308469872,1.29281798648895e-06,7.0854677763859e-15
0,-44,33.8208749043582,0.00348768139005095,0.927757170585171,0.0687537285665608,1.4194582089664e-06,8.16419531880157e-15
2,-44,33.652192587051,0.0036713896581238,0.930611386676895,0.0657159308469872,1.29281798648895e-06,7.0854677763859e-15
4,-44,33.1511767113256,0.00427232933736896,0.938315392455678,0.0574112995954033,9.78611545173261e-07,4.64716092819379e-15
6,-44,32.3326712419587,0.00545896313042269,0.948616820131654,0.0459235973747168,6.19363203649575e-07,2.32712290043808e-15
8,-44,31.2206024733106,0.00758335869116129,0.958654403437989,0.0337619066205509,3.31250297619571e-07,9.05419846481972e-16
10,-44,29.8468173457972,0.011317560365394,0.965725102239539,0.0229571853584554,1.52036611314924e-07,2.80505991188229e-16
12,-44,28.2495693314774,0.0179072778960023,0.967529251753262,0.0145634092809455,6.10697898382804e-08,7.13434679079124e-17
14,-44,26.4717522749517,0.0296009399923579,0.961694746995055,0.00870429106463617,2.19479512153254e-08,1.54176785717851e-17
16,-44,24.5589957447894,0.0502657191398462,0.944787063078114,0.00494721056512975,7.21690972424391e-09,2.93296290409589e-18
18,-44,22.5577392841522,0.0859585813888682,0.911349601473652,0.00269181492249995,2.21497997712516e-09,5.07760406340292e-19
20,-44,20.5133975677988,0.14457462564947,0.854019946449956,0.00140542725623589,6.44337116646917e-10,8.22966859609663e-20
22,-44,18.4687148718507,0.232887977205653,0.766409372752211,0.000702649862670697,1.79465735878886e-10,1.27699307552481e-20
24,-44,16.4623871582363,0.350316339611765,0.649348340310839,0.000335320029155437,4.82398196592929e-11,1.93337578904388e-21
26,-44,14.528005676292,0.484008502728842,0.515838339618886,0.000153157639603657,1.2668585627309e-11,2.91932211802308e-22
28,-44,12.6933497244704,0.613261561260061,0.386670518248776,6.79204878395416e-05,3.32372399617829e-12,4.53120309654158e-23
30,-44,10.980030485918,0.721377574663581,0.278592451627469,2.99737080521858e-05,8.98412985569293e-13,7.50198148711175e-24
32,-44,9.40346475737292,0.802566368276605,0.197420102707137,1.3529015998921e-05,2.58288736096218e-13,1.37375454976855e-24
34,-44,7.97313856438911,0.859562703701546,0.140430904659287,6.3916390854479e-06,8.10449976477326e-14,2.86288962083315e-25
36,-44,6.69310714544215,0.898247633501673,0.101749155574748,3.21092355086731e-06,2.82288728344836e-14,6.91387508911882e-26
38,-44,5.56267002085825,0.92423566352609,0.0757626062930131,1.73018088608852e-06,1.10075973093031e-14,1.95100317789062e-26
40,-44,4.57715768449136,0.941767118595727,0.0582318783082777,1.00309599014935e-06,4.81380628691271e-15,6.43574970030044e-27
42,-44,3.72876922446277,0.95373685642916,0.0462625184062126,6.25164625448882e-07,2.35355277152833e-15,2.4684134560496e-27
44,-44,3.0074069003871,0.962036680360294,0.0379629022981756,4.17341529470458e-07,1.27816882076984e-15,1.09055922354106e-27
46,-44,2.40146318636796,0.967885283232714,0.0321144199147945,2.96852490540989e-07,7.64444098127229e-16,5.48422402626163e-28
48,-44,1.89852679159905,0.972069132445737,0.0279306439762114,2.23578050717333e-07,4.9858797701958e-16,3.09755379793442e-28
50,-44,1.48598553575835,0.975101322103397,0.0248985007792669,1.77117335337599e-07,3.51005047647013e-16,1.93789424919471e-28
-50,-42,1.70519284953823,0.973532387554698,0.026467411981035,2.00464267137151e-07,4.22986867181163e-16,2.48645850902756e-28
-48,-42,2.17859072769462,0.969809293949802,0.0301904442215964,2.61828600679786e-07,6.32599852051664e-16,4.25799853070599e-28
-46,-42,2.75571851494109,0.964580916016056,0.0354187216646,3.62319342640769e-07,1.0325582876344e-15,8.1978893810449e-28
-44,-42,3.45104889569124,0.957119094653382,0.0428803701473735,5.35199243024625e-07,1.86095930136625e-15,1.80269676795397e-27
-42,-42,4.27882403033437,0.946275513106494,0.0537236371699953,8.49723506693596e-07,3.74415895421785e-15,4.59616216233336e-27
-40,-42,5.2523637458022,0.930223162939632,0.0697753789792666,1.45808109302506e-06,8.48839484387911e-15,1.3766828023247e-26
-38,-42,6.38325536531377,0.906069206869877,0.0939280804789724,2.71265112903116e-06,2.18251310046384e-14,4.8919746189819e-26
-36,-42,7.68045056358958,0.869370768166013,0.130623764145281,5.46768864189893e-06,6.37602155647003e-14,2.07138199829907e-25
-34,-42,9.14930767575435,0.813836356288241,0.186151781607557,1.18621039907111e-05,2.10581723991579e-13,1.04146348246881e-24
-32,-42,10.790630513758,0.732138496524008,0.26783420720784,2.72962673776864e-05,7.75005712601181e-13,6.13014805579812e-24
-30,-42,12.5997656247334,0.619593388778628,0.380341567519644,6.50436986293369e-05,3.09885378875172e-12,4.11302512405161e-23
-28,-42,14.5658276382946,0.481305667379047,0.518538698138191,0.000155634469748683,1.30135213118448e-11,3.03143516961123e-22
-26,-42,16.6711255265492,0.336841295401147,0.662795377242545,0.00036332730082284,5.54856929377522e-11,2.36063268329686e-21
-24,-42,18.8908601012921,0.211989954558849,0.787195688734937,0.000814356471514979,2.34698771817714e-10,1.88439308471125e-20
-22,-42,21.1931541605271,0.122105669917908,0.8761429565624,0.00175137254437244,9.75318630679663e-10,1.51313934228262e-19
-20,-42,23.5394611930016,0.0662456701634949,0.930116169922519,0.00363815594947305,3.96451301228022e-09,1.20354630533088e-18
-18,-42,25.8853769457815,0.034866218174181,0.957803621859651,0.00733014433782275,1.56283452860714e-08,9.28277639124933e-18
-16,-42,28.1818516587936,0.0182563122452235,0.967460675988864,0.0142829530214252,5.87444867798761e-08,6.73101626601401e-17
-14,-42,30.3767712455954,0.00970428440638149,0.963637467457842,0.0266580426852491,2.05450527364404e-07,4.41113837564761e-16
-12,-42,32.4168455663914,0.00532379762085046,0.947679060071259,0.0469964930248795,6.49283008578995e-07,2.49900453472766e-15
