"spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,7,14,13,26,45,63,77,61,39,23,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,10,20,21,19,53,66,66,59,37,23,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,15,19,19,19,24,47,53,67,59,38,15,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,12,25,23,11,31,35,57,53,60,36,27,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,10,18,24,20,30,34,47,44,54,36,31,17,4,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,10,34,38,35,36,41,39,39,43,34,27,16,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,19,34,45,46,47,38,33,42,44,30,20,12,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,15,34,53,46,53,34,36,33,31,27,15,9,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,19,41,63,64,60,48,27,23,17,18,14,8,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,28,42,59,66,62,46,36,22,18,13,10,7,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,20,47,56,65,64,39,30,19,14,7,9,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,37,37,60,74,66,53,22,19,12,5,3,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,28,40,65,76,65,48,35,20,8,4,3,2,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,8,24,46,56,74,70,44,29,16,9,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,21,51,63,69,62,56,29,13,9,4,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,29,53,70,68,70,44,23,20,7,3,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,24,55,58,83,70,41,33,17,6,5,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,24,36,68,77,70,52,29,11,5,4,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,27,39,69,75,69,47,29,11,8,2,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,23,36,70,76,64,59,37,14,10,3,3,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,20,44,60,68,67,50,29,10,8,7,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,20,38,69,79,67,46,27,15,12,5,4,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,19,37,53,76,61,42,30,13,12,10,8,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,28,40,64,72,66,44,31,15,19,15,13,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,20,35,52,65,52,41,30,36,19,18,11,8,4,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,8,13,34,46,50,54,46,31,25,36,31,17,9,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,13,35,39,37,46,35,33,40,39,40,18,14,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,14,30,40,38,31,39,41,40,26,23,12,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,16,23,31,28,30,33,50,48,46,23,19,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,22,23,26,36,46,62,53,54,38,26,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,11,22,23,34,44,65,59,46,44,24,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,7,16,28,34,46,66,69,59,39,23,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,9,15,17,33,46,62,76,62,37,26,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,22,27,47,66,71,57,44,22,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,13,8,26,47,67,83,63,29,28,10,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,6,13,21,53,75,71,71,50,27,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,15,19,52,63,74,66,45,24,9,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,12,13,26,51,69,84,72,46,21,14,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,14,22,53,70,76,65,40,29,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,11,31,48,63,80,71,47,26,6,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,15,25,42,68,77,68,44,25,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,14,25,55,70,77,70,53,23,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,10,10,27,55,62,71,70,48,32,7,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,27,42,72,80,69,49,22,14,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,17,22,50,69,71,63,49,26,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,8,8,30,52,63,84,57,55,28,18,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,14,26,52,74,69,73,44,20,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,18,22,47,65,77,73,42,31,15,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,12,13,26,45,66,74,71,48,23,12,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,9,11,31,43,71,73,66,41,24,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,6,15,11,34,40,61,76,71,52,27,11,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,9,13,11,28,41,63,75,61,41,19,14,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,14,12,13,21,32,41,62,72,56,39,21,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,19,23,32,27,31,32,60,50,44,29,14,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,17,35,33,31,32,35,48,42,46,38,18,3,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,14,23,29,41,44,28,37,34,42,38,22,10,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,23,40,58,51,40,25,28,22,32,12,9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,11,40,53,73,56,42,27,22,22,18,17,8,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,28,42,63,63,66,44,28,18,19,11,9,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,40,60,71,69,48,21,19,7,7,5,4,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,13,33,47,71,75,63,41,27,16,8,3,4,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,27,54,67,76,68,53,24,12,10,4,4,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,25,53,66,77,71,45,23,11,9,6,1,2,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,11,28,56,68,73,76,37,32,13,7,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,14,25,45,65,76,72,42,22,11,5,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,13,26,45,77,75,73,34,25,11,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,12,22,45,68,83,70,47,31,10,8,6,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,16,31,48,71,75,70,50,25,12,10,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,9,32,40,75,78,59,51,31,12,7,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,13,23,49,75,73,75,50,23,12,7,5,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,14,21,51,69,73,65,50,22,8,4,3,2,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,25,42,75,77,74,45,29,15,3,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,13,29,48,58,84,70,57,24,8,6,3,2,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,24,48,70,79,71,45,33,13,8,5,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,21,50,64,72,60,48,23,10,9,11,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,24,36,57,68,70,43,31,13,10,12,4,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,27,37,64,70,55,53,29,21,17,14,8,5,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,25,33,50,67,64,42,26,27,21,21,9,9,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,17,31,40,49,43,35,33,29,30,31,15,9,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,26,33,45,36,43,41,39,39,25,22,11,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,26,36,26,32,38,49,49,51,30,14,13,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,10,16,25,21,34,33,58,58,43,32,18,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,16,9,18,24,37,37,50,66,54,44,20,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,8,7,16,25,33,39,68,67,54,41,22,7,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,15,13,10,33,53,67,77,68,47,20,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,12,5,7,34,39,61,71,66,49,23,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,8,11,20,23,38,68,70,70,48,35,13,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,8,14,28,44,72,78,63,50,28,10,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,9,25,30,66,67,71,52,22,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,14,23,48,66,81,66,41,25,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,14,30,58,71,74,72,49,20,14,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,17,28,48,69,72,71,42,29,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,20,22,49,71,82,66,45,26,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,12,26,52,71,77,69,37,33,12,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,9,30,55,63,77,69,38,26,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,15,26,55,65,87,71,53,29,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,5,8,15,28,48,70,83,65,52,23,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,10,23,24,47,73,83,69,38,27,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,7,22,49,78,71,72,35,27,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,6,16,33,48,61,66,66,55,34,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,17,21,26,42,67,71,69,45,19,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,12,11,21,32,45,62,70,57,56,21,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,18,18,13,24,34,50,52,70,60,41,24,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,15,25,21,24,32,44,53,55,55,46,20,7,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,18,30,38,44,25,41,50,54,43,23,17,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,24,31,47,40,36,33,35,44,41,15,13,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,29,42,58,50,44,33,34,42,17,22,8,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,22,37,52,64,57,44,34,28,18,17,9,7,2,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,7,22,33,57,62,65,44,37,12,12,13,9,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,30,44,65,78,70,39,32,19,10,9,3,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,20,44,70,75,65,53,27,13,7,8,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,18,53,67,81,64,45,32,13,2,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,25,52,70,75,67,48,22,18,4,2,4,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,31,49,66,78,69,52,33,17,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,1,4,11,8,25,49,71,73,69,56,17,10,6,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,4,7,6,12,25,50,65,75,64,48,26,13,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,18,29,48,68,73,67,52,33,9,4,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,6,5,6,13,24,47,67,76,72,42,18,8,4,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,3,2,10,18,30,45,74,77,73,47,27,8,2,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,2,7,4,11,16,31,44,61,76,66,40,20,7,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,3,4,5,17,29,57,73,75,66,50,30,7,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,23,45,72,76,70,43,25,6,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,13,25,50,67,70,70,42,25,10,6,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,2,1,4,3,16,30,59,60,79,72,50,24,12,4,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,24,44,68,77,65,48,15,18,4,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,31,42,68,72,68,51,23,17,9,3,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,40,71,83,73,39,23,19,10,8,7,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,13,26,48,67,75,76,42,24,13,12,5,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19,34,58,62,62,52,34,18,23,13,10,6,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,18,37,52,60,50,43,37,22,15,19,10,4,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,16,23,41,59,52,38,34,30,34,32,7,8,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,22,23,43,46,33,39,31,40,33,39,24,19,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,20,22,35,32,26,25,51,59,43,28,24,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,11,26,21,33,37,39,66,71,60,39,20,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,14,7,20,33,37,39,68,57,51,34,22,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,7,12,17,31,44,59,76,58,46,22,14,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,11,19,34,57,69,68,62,41,17,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,11,23,26,43,65,74,66,51,23,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,5,14,33,53,74,82,65,49,32,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,5,11,30,52,71,72,62,47,30,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,9,16,23,52,67,77,71,45,17,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,7,14,24,48,58,75,63,44,22,12,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,13,28,48,61,82,75,49,24,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,16,33,45,64,71,75,48,21,9,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,16,31,59,81,76,73,49,24,12,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,14,27,47,71,89,65,39,16,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,8,11,23,43,68,77,66,51,31,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,33,51,71,81,80,44,25,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,10,31,42,61,79,66,46,24,7,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,16,14,32,49,66,76,70,46,29,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,12,13,27,45,62,70,65,41,25,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,19,15,26,51,65,71,58,42,15,9,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,15,16,17,34,46,62,57,57,39,18,7,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,19,22,27,39,38,48,65,55,34,22,13,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,21,19,34,41,39,48,58,40,32,19,6,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,16,23,35,40,46,39,29,49,41,31,21,11,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,38,47,53,52,45,37,30,25,31,16,8,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,20,30,56,64,58,46,29,19,17,16,8,8,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,21,33,60,72,66,48,26,18,11,7,5,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,25,51,68,72,65,44,26,13,6,9,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,24,31,72,81,64,51,25,12,9,3,6,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,8,25,49,74,82,65,46,29,13,7,1,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,32,44,65,78,77,51,17,7,6,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,15,28,49,78,71,74,49,28,9,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,7,8,10,13,25,41,69,69,63,46,21,7,5,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,4,5,6,14,13,23,43,67,69,61,45,20,8,6,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,7,6,7,17,22,32,50,59,71,56,38,22,8,2,1,0,0,0,0
0,0,0,0,0,0,0,0,2,1,2,9,9,14,21,22,27,40,55,65,51,41,24,8,3,2,0,0,0,0
0,0,0,0,0,0,0,0,0,1,2,7,11,14,23,26,35,51,62,62,50,47,28,8,2,5,0,0,0,0
