"z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","z13","z14","z15","z16","z17","z18","z19","z20","z21","z22","z23","z24","z25","z26","z27","z28","z29","z30"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,17,47,68,86,65,40,21,11,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,34,51,65,84,64,45,21,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,12,26,47,71,89,77,54,25,8,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,22,43,72,78,72,44,30,15,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,24,47,65,84,68,52,32,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,32,53,69,83,71,46,25,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,20,49,74,86,75,52,28,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,20,50,74,86,67,46,25,12,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,31,53,73,76,74,52,30,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,24,50,64,76,65,47,29,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,23,60,71,76,74,49,19,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,31,47,75,75,63,53,30,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,35,41,67,80,74,55,32,7,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,22,51,74,77,84,46,32,13,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,29,54,68,79,64,42,29,12,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,31,55,68,82,80,59,27,9,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,32,42,68,82,75,47,28,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,30,44,64,79,68,57,25,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,21,44,73,82,68,41,31,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,17,27,53,75,82,65,48,30,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,14,27,45,64,78,61,43,22,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,14,23,50,72,76,74,48,27,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,10,27,51,72,75,73,44,22,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,16,35,49,74,69,71,50,22,7,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,10,19,26,44,63,79,62,49,21,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11,10,13,33,40,61,76,58,40,21,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,8,10,13,26,32,46,60,63,69,38,21,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,4,6,17,24,39,66,71,62,46,30,15,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,10,15,25,54,72,72,68,45,21,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,5,15,33,50,64,79,56,42,27,12,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,6,17,26,39,76,80,73,54,25,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,15,26,41,71,79,71,47,25,13,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,18,30,54,70,75,72,49,30,8,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,28,53,73,84,83,42,34,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,27,53,76,84,68,41,28,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,25,44,74,81,64,48,28,13,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,19,58,73,77,74,54,28,15,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,32,40,68,81,77,44,24,10,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,11,26,52,67,75,74,58,24,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,26,39,67,88,62,50,31,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,35,41,72,85,75,42,26,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,25,52,69,83,67,50,31,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,13,21,53,61,73,72,44,24,9,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,30,47,70,82,65,45,33,13,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,34,47,72,78,72,41,33,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,23,49,74,81,68,49,31,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,52,71,84,70,51,28,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,31,52,74,74,72,51,35,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,26,49,79,87,71,53,28,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,29,48,66,83,75,40,23,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,26,47,79,78,69,49,26,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,25,43,71,77,65,53,27,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,26,42,71,77,71,55,33,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,28,51,69,79,74,57,29,13,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,26,47,71,82,74,50,19,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,27,48,71,76,74,47,25,9,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,23,50,70,83,68,42,27,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,28,52,70,89,80,46,21,15,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,25,53,73,87,72,46,27,9,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,28,49,63,82,71,50,26,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,23,51,75,79,74,41,28,11,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,28,44,65,86,67,45,26,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,28,50,76,79,71,56,22,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,26,50,66,81,76,51,23,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,18,53,78,78,69,42,34,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,11,27,52,73,77,68,53,24,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,19,55,71,78,75,51,25,15,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,25,42,64,78,70,44,32,9,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,14,27,46,70,80,62,49,27,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,14,27,45,60,76,70,48,22,15,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,16,28,45,65,72,66,49,27,9,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,10,18,14,22,43,64,71,58,42,20,11,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,13,23,30,28,38,40,45,55,46,41,19,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,26,31,28,34,42,28,45,50,32,28,15,3,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,6,27,42,45,49,37,49,40,44,32,20,10,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,19,23,38,48,44,34,39,38,33,26,27,13,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,13,30,38,41,47,41,26,36,26,33,22,11,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,22,37,51,45,46,35,35,34,38,21,5,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,23,32,43,43,36,39,44,38,35,27,11,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,23,35,33,28,40,39,51,52,39,30,9,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,13,19,27,28,29,39,51,53,50,35,20,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,15,15,21,22,42,60,66,45,41,24,6,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,8,8,19,24,47,71,78,66,45,22,7,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,3,8,22,47,70,86,73,48,20,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,18,21,49,71,77,65,51,27,10,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,33,45,65,74,81,46,21,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,27,51,62,87,65,44,27,13,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,22,45,73,76,67,39,24,13,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,28,46,73,78,71,54,23,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,22,51,73,78,78,53,25,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,22,53,58,84,56,47,25,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,34,52,68,77,71,60,27,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,29,45,69,73,65,47,32,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,10,27,43,74,80,77,44,24,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,34,52,69,75,70,55,18,12,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,25,51,69,77,75,45,28,8,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,24,44,65,85,65,46,26,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,26,41,64,78,67,54,34,7,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,19,42,69,81,67,47,24,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,34,57,69,85,79,40,22,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,22,52,71,81,72,48,23,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,33,37,62,77,64,57,26,10,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,23,49,69,82,68,52,28,13,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,19,30,47,77,80,66,46,26,7,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,26,56,71,77,70,53,27,16,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,29,50,69,79,72,53,27,6,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,26,46,67,76,73,51,19,12,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,20,39,66,86,57,49,27,15,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,18,53,63,86,72,52,31,12,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,23,41,68,74,67,43,30,7,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,30,50,69,81,72,47,26,14,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,21,47,60,84,72,54,25,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,51,65,84,69,46,28,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,16,25,55,69,77,74,41,28,12,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,28,47,66,82,64,52,22,7,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,28,55,74,76,67,42,33,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,25,51,76,77,61,47,27,16,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,26,58,69,82,67,55,29,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,5,16,24,46,69,83,66,41,20,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,8,14,19,19,49,59,78,66,48,22,11,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,15,18,12,25,30,44,51,70,60,41,29,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,15,21,29,36,32,33,33,40,48,39,32,18,6,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,8,16,35,38,50,51,39,38,32,27,19,14,13,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,19,42,49,70,60,43,26,21,18,13,9,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,28,42,62,65,71,38,34,18,18,9,7,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,18,43,70,78,64,45,33,12,9,2,6,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,24,50,69,75,66,50,27,16,5,6,4,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,24,38,68,80,66,56,28,16,12,5,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,26,42,67,81,66,46,25,18,6,7,3,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,44,61,78,66,47,35,8,13,6,5,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,28,51,70,68,57,55,28,19,14,6,3,4,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,25,36,55,72,57,54,25,17,18,11,5,2,3,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,10,34,40,57,51,45,34,28,22,22,12,13,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,22,32,38,41,34,31,45,43,40,23,18,11,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,19,17,23,33,46,53,52,57,39,14,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,11,16,31,51,65,79,60,43,26,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,10,28,45,69,80,73,45,22,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,25,47,60,86,66,48,21,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,26,46,75,80,74,43,23,9,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,7,24,45,75,78,68,49,26,9,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,24,53,68,84,68,53,31,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,53,68,70,74,47,24,7,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,21,49,65,81,73,48,30,13,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,23,41,66,80,82,49,33,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,26,48,65,79,73,54,32,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13,31,59,71,81,67,52,24,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,19,41,75,77,70,53,21,14,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,23,46,74,78,68,46,33,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,25,36,71,80,64,43,20,14,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,18,47,63,84,75,51,28,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,35,35,61,78,72,55,25,16,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,17,29,44,68,82,70,56,26,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,23,55,68,80,76,56,23,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,33,50,74,82,70,42,25,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,25,48,70,82,68,48,17,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,33,55,69,84,71,51,22,15,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,47,67,81,72,47,30,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,35,49,68,83,77,47,24,11,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,16,44,73,77,69,54,30,13,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,11,25,58,72,80,69,54,31,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,26,49,69,76,75,50,19,11,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,33,48,73,80,71,46,32,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,37,50,66,77,75,52,34,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,27,43,75,76,74,44,24,12,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,22,40,66,84,72,51,31,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,48,68,88,70,53,22,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,23,48,70,85,74,49,30,3,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,13,33,46,64,73,58,54,26,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,12,15,24,47,72,81,72,45,19,5,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,14,22,28,36,38,62,69,50,40,23,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,12,23,31,40,25,50,31,45,45,42,33,9,6,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,9,21,47,52,53,56,45,36,29,19,19,11,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,23,43,73,69,67,42,24,16,13,8,10,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,27,56,70,66,72,46,32,11,4,3,1,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,42,71,75,68,54,27,9,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,28,53,71,75,75,48,29,13,7,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,29,40,70,77,68,53,34,13,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,22,46,67,79,64,55,26,11,7,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,29,51,70,85,72,44,17,10,4,1,0,0,0,0
